[3/16/22 04:35PM] Quiet Prof used command ::repackindex4 | Player rights = DEVELOPER	
[3/29/22 06:49PM] Quiet Prof used command ::tele 2088 4453 | Player rights = DEVELOPER	
[3/29/22 06:49PM] Quiet Prof used command ::tele 2088 4446 | Player rights = DEVELOPER	
[3/29/22 06:49PM] Quiet Prof used command ::tele 2089 4444 | Player rights = DEVELOPER	
[3/29/22 06:49PM] Quiet Prof used command ::coords | Player rights = DEVELOPER	
[3/29/22 06:50PM] Quiet Prof used command ::upgrade | Player rights = DEVELOPER	
[3/29/22 06:50PM] Quiet Prof used command ::tele 2068 4460 | Player rights = DEVELOPER	
[3/29/22 06:51PM] Quiet Prof used command ::coords | Player rights = DEVELOPER	
[3/29/22 06:51PM] Quiet Prof used command ::coords | Player rights = DEVELOPER	
[3/29/22 06:52PM] Quiet Prof used command ::coords | Player rights = DEVELOPER	
[3/29/22 06:52PM] Quiet Prof used command ::coords | Player rights = DEVELOPER	
[3/29/22 06:52PM] Quiet Prof used command ::tele 2070 4453 | Player rights = DEVELOPER	
[3/29/22 06:52PM] Quiet Prof used command ::tele 2060 4452 | Player rights = DEVELOPER	
[3/29/22 06:52PM] Quiet Prof used command ::tele 2072 4457 | Player rights = DEVELOPER	
[3/29/22 06:52PM] Quiet Prof used command ::tele 2072 4460 | Player rights = DEVELOPER	
[3/29/22 06:52PM] Quiet Prof used command ::tele 2081 4470 | Player rights = DEVELOPER	
[3/29/22 06:52PM] Quiet Prof used command ::tele 2085 4480 | Player rights = DEVELOPER	
[3/29/22 06:52PM] Quiet Prof used command ::tele 2080 4480 | Player rights = DEVELOPER	
[3/29/22 06:52PM] Quiet Prof used command ::coords | Player rights = DEVELOPER	
[3/29/22 06:52PM] Quiet Prof used command ::tele 2080 4463 | Player rights = DEVELOPER	
[3/29/22 06:52PM] Quiet Prof used command ::tele 2075 4448 | Player rights = DEVELOPER	
[3/29/22 06:52PM] Quiet Prof used command ::tele 2064 4446 | Player rights = DEVELOPER	
[3/29/22 06:52PM] Quiet Prof used command ::tele 2059 4451 | Player rights = DEVELOPER	
[3/29/22 06:52PM] Quiet Prof used command ::tele 2059 4454 | Player rights = DEVELOPER	
[3/29/22 06:55PM] Quiet Prof used command ::tele 2075 4462 | Player rights = DEVELOPER	
[3/29/22 06:55PM] Quiet Prof used command ::tele 2072 4462 | Player rights = DEVELOPER	
[3/29/22 06:58PM] Quiet Prof used command ::interface 57171 | Player rights = DEVELOPER	
[3/29/22 06:58PM] Quiet Prof used command ::interface 57000 | Player rights = DEVELOPER	
[3/29/22 06:58PM] Quiet Prof used command ::interface 57100 | Player rights = DEVELOPER	
[3/29/22 06:58PM] Quiet Prof used command ::interface 57150 | Player rights = DEVELOPER	
[3/29/22 07:01PM] Quiet Prof used command ::tele 2068 4453 | Player rights = DEVELOPER	
[3/29/22 07:16PM] Quiet Prof used command ::pnpc 1700 | Player rights = DEVELOPER	
[3/29/22 07:27PM] Quiet Prof used command ::item 995 120 | Player rights = DEVELOPER	
[3/29/22 07:29PM] Quiet Prof used command ::item 995 120000000 | Player rights = DEVELOPER	
[3/29/22 07:53PM] Quiet Prof used command ::item 2023 | Player rights = DEVELOPER	
[3/29/22 07:53PM] Quiet Prof used command ::item 2025 | Player rights = DEVELOPER	
[3/29/22 07:53PM] Quiet Prof used command ::item 2026 | Player rights = DEVELOPER	
[3/29/22 07:53PM] Quiet Prof used command ::id dragon bones | Player rights = DEVELOPER	
[3/29/22 07:55PM] Quiet Prof used command ::id spartan helm | Player rights = DEVELOPER	
[3/29/22 08:00PM] Quiet Prof used command ::tele 2909 3997 | Player rights = DEVELOPER	
[3/29/22 08:00PM] Quiet Prof used command ::anim 725 | Player rights = DEVELOPER	
[3/29/22 08:02PM] Quiet Prof used command ::home | Player rights = DEVELOPER	
[3/29/22 08:02PM] Quiet Prof used command ::tele 2907 3983 | Player rights = DEVELOPER	
[3/29/22 08:03PM] Quiet Prof used command ::home | Player rights = DEVELOPER	
[3/29/22 08:05PM] Quiet Prof used command ::bones | Player rights = DEVELOPER	
[3/29/22 08:05PM] Quiet Prof used command ::id bone | Player rights = DEVELOPER	
[3/29/22 08:05PM] Quiet Prof used command ::id bones | Player rights = DEVELOPER	
[3/29/22 08:05PM] Quiet Prof used command ::item 2023 10 | Player rights = DEVELOPER	
[3/29/22 08:06PM] Quiet Prof used command ::coords | Player rights = DEVELOPER	
[3/29/22 08:07PM] Quiet Prof used command ::god | Player rights = DEVELOPER	
[3/29/22 08:10PM] Quiet Prof used command ::home | Player rights = DEVELOPER	
[3/29/22 08:11PM] Quiet Prof used command ::yell ad;lkjad;fkljad;fjkadf;kjadf;kjasdf;kjadflkjadf | Player rights = DEVELOPER	
[3/29/22 08:15PM] Quiet Prof used command ::coords | Player rights = DEVELOPER	
[3/29/22 08:22PM] Quiet Prof used command ::perks | Player rights = DEVELOPER	
[3/29/22 08:25PM] Quiet Prof used command ::tele 2076 4438 | Player rights = DEVELOPER	
[3/29/22 08:25PM] Quiet Prof used command ::tele 2074 4441 | Player rights = DEVELOPER	
[3/29/22 08:26PM] Quiet Prof used command ::tele 2080 4430 | Player rights = DEVELOPER	
[3/29/22 08:26PM] Quiet Prof used command ::tele 2076 4426 | Player rights = DEVELOPER	
[3/29/22 08:26PM] Quiet Prof used command ::tele 2078 4423 | Player rights = DEVELOPER	
[3/29/22 08:26PM] Quiet Prof used command ::object 172 | Player rights = DEVELOPER	
[3/29/22 08:27PM] Quiet Prof used command ::id crystal key | Player rights = DEVELOPER	
[3/29/22 08:27PM] Quiet Prof used command ::item 989 10 | Player rights = DEVELOPER	
[3/29/22 08:28PM] Quiet Prof used command ::tele 2077 4429 | Player rights = DEVELOPER	
[3/29/22 08:28PM] Quiet Prof used command ::tele 2078 4437 | Player rights = DEVELOPER	
[3/29/22 08:28PM] Quiet Prof used command ::tele 2076 4441 | Player rights = DEVELOPER	
[3/29/22 08:28PM] Quiet Prof used command ::tele 2076 4451 | Player rights = DEVELOPER	
[3/29/22 08:28PM] Quiet Prof used command ::tele 2074 4449 | Player rights = DEVELOPER	
[3/29/22 09:38PM] Quiet Prof used command ::item 15005 | Player rights = DEVELOPER	
[3/29/22 09:38PM] Quiet Prof used command ::item 15006 | Player rights = DEVELOPER	
[3/29/22 09:38PM] Quiet Prof used command ::item 15007 | Player rights = DEVELOPER	
[3/29/22 09:38PM] Quiet Prof used command ::item 15008 | Player rights = DEVELOPER	
[3/29/22 09:38PM] Quiet Prof used command ::item 15200 | Player rights = DEVELOPER	
[3/29/22 09:38PM] Quiet Prof used command ::item 15201 | Player rights = DEVELOPER	
[3/29/22 09:38PM] Quiet Prof used command ::item 15100 | Player rights = DEVELOPER	
[3/29/22 09:39PM] Quiet Prof used command ::bank | Player rights = DEVELOPER	
[3/29/22 09:56PM] Quiet Prof used command ::id weapon box | Player rights = DEVELOPER	
[3/29/22 09:56PM] Quiet Prof used command ::item 19114 | Player rights = DEVELOPER	
[3/29/22 09:56PM] Quiet Prof used command ::bank | Player rights = DEVELOPER	
[3/29/22 09:57PM] Quiet Prof used command ::item 6847 | Player rights = DEVELOPER	
[3/29/22 09:58PM] Quiet Prof used command ::item 2396 | Player rights = DEVELOPER	
[3/29/22 09:59PM] Quiet Prof used command ::id belli | Player rights = DEVELOPER	
[3/29/22 09:59PM] Quiet Prof used command ::item 11423 | Player rights = DEVELOPER	
[3/29/22 09:59PM] Quiet Prof used command ::item 11422 | Player rights = DEVELOPER	
[3/29/22 09:59PM] Quiet Prof used command ::item 11421 | Player rights = DEVELOPER	
[3/29/22 10:01PM] Quiet Prof used command ::bank | Player rights = DEVELOPER	
[3/29/22 10:01PM] Quiet Prof used command ::id combatant | Player rights = DEVELOPER	
[3/29/22 10:01PM] Quiet Prof used command ::item 19164 | Player rights = DEVELOPER	
[3/29/22 10:01PM] Quiet Prof used command ::item 19163 | Player rights = DEVELOPER	
[3/29/22 10:01PM] Quiet Prof used command ::item 19161 | Player rights = DEVELOPER	
[4/3/22 06:49AM] Quiet Prof used command ::donated | Player rights = DEVELOPER	
[4/3/22 06:49AM] Quiet Prof used command ::claim | Player rights = DEVELOPER	
[4/3/22 06:49AM] Quiet Prof used command ::claimdonation | Player rights = DEVELOPER	
[4/3/22 06:52AM] Quiet Prof used command ::claimdonation | Player rights = DEVELOPER	
[4/3/22 06:53AM] Quiet Prof used command ::claimdonation | Player rights = DEVELOPER	
[4/3/22 06:54AM] Quiet Prof used command ::donated | Player rights = DEVELOPER	
[4/3/22 06:54AM] Quiet Prof used command ::claimdonation | Player rights = DEVELOPER	
[4/3/22 06:56AM] Quiet Prof used command ::claimdonation | Player rights = DEVELOPER	
[4/3/22 06:57AM] Quiet Prof used command ::claimdonation | Player rights = DEVELOPER	
[4/3/22 06:58AM] Quiet Prof used command ::logout | Player rights = DEVELOPER	
[4/3/22 07:03AM] Quiet Prof used command ::claim | Player rights = DEVELOPER	
[4/3/22 07:04AM] Quiet Prof used command ::claim | Player rights = DEVELOPER	
[4/3/22 07:04AM] Quiet Prof used command ::claim | Player rights = DEVELOPER	
[4/3/22 07:11AM] Quiet Prof used command ::tele 2075 4462 | Player rights = DEVELOPER	
[4/3/22 07:12AM] Quiet Prof used command ::zones | Player rights = DEVELOPER	
[4/3/22 07:12AM] Quiet Prof used command ::tele 2089 4451 | Player rights = DEVELOPER	
[4/3/22 08:59AM] Quiet Prof used command ::afk | Player rights = DEVELOPER	
[4/3/22 08:59AM] Quiet Prof used command ::bank | Player rights = DEVELOPER	
[4/3/22 08:59AM] Quiet Prof used command ::max | Player rights = DEVELOPER	
[4/3/22 08:59AM] Quiet Prof used command ::master | Player rights = DEVELOPER	
[4/3/22 09:06AM] Quiet Prof used command ::god | Player rights = DEVELOPER	
[4/3/22 09:06AM] Quiet Prof used command ::coords | Player rights = DEVELOPER	
[4/3/22 09:06AM] Quiet Prof used command ::id staff | Player rights = DEVELOPER	
[4/3/22 09:06AM] Quiet Prof used command ::item 84 | Player rights = DEVELOPER	
[4/3/22 09:06AM] Quiet Prof used command ::item 9942 | Player rights = DEVELOPER	
[4/3/22 09:07AM] Quiet Prof used command ::item 17018 | Player rights = DEVELOPER	
[4/3/22 09:07AM] Quiet Prof used command ::item 17017 | Player rights = DEVELOPER	
[4/3/22 09:07AM] Quiet Prof used command ::id elden staff | Player rights = DEVELOPER	
[4/3/22 09:07AM] Quiet Prof used command ::home | Player rights = DEVELOPER	
[4/3/22 09:11AM] Quiet Prof used command ::bis | Player rights = DEVELOPER	
[4/3/22 09:11AM] Quiet Prof used command ::best | Player rights = DEVELOPER	
[4/3/22 09:11AM] Quiet Prof used command ::bestitem | Player rights = DEVELOPER	
[4/3/22 09:17AM] Quiet Prof used command ::id moonlight s | Player rights = DEVELOPER	
[4/3/22 09:17AM] Quiet Prof used command ::item 7640 | Player rights = DEVELOPER	
[4/3/22 09:18AM] Quiet Prof used command ::item 18631 | Player rights = DEVELOPER	
[4/3/22 09:18AM] Quiet Prof used command ::item 18637 | Player rights = DEVELOPER	
[4/3/22 09:18AM] Quiet Prof used command ::item 18623 | Player rights = DEVELOPER	
[4/3/22 09:18AM] Quiet Prof used command ::item 18629 | Player rights = DEVELOPER	
[4/3/22 09:19AM] Quiet Prof used command ::id weapon box | Player rights = DEVELOPER	
[4/3/22 09:19AM] Quiet Prof used command ::item 19114 | Player rights = DEVELOPER	
[4/3/22 09:20AM] Quiet Prof used command ::item 19682 | Player rights = DEVELOPER	
[4/3/22 09:20AM] Quiet Prof used command ::tele 2909 3989 | Player rights = DEVELOPER	
[4/3/22 09:22AM] Quiet Prof used command ::item 3908 | Player rights = DEVELOPER	
[4/3/22 09:25AM] Quiet Prof used command ::id package | Player rights = DEVELOPER	
[4/3/22 09:25AM] Quiet Prof used command ::item 3908 | Player rights = DEVELOPER	
[4/3/22 09:25AM] Quiet Prof used command ::bank | Player rights = DEVELOPER	
[4/3/22 09:32AM] Quiet Prof used command ::bank | Player rights = DEVELOPER	
[4/3/22 09:34AM] Quiet Prof used command ::item 5010 | Player rights = DEVELOPER	
[4/3/22 09:35AM] Quiet Prof used command ::id crystal | Player rights = DEVELOPER	
[4/3/22 09:36AM] Quiet Prof used command ::item 16752 | Player rights = DEVELOPER	
[4/3/22 09:36AM] Quiet Prof used command ::item 16751 | Player rights = DEVELOPER	
[4/3/22 10:30AM] Quiet Prof used command ::item 2023 | Player rights = DEVELOPER	
[4/3/22 10:31AM] Quiet Prof used command ::item 2025 | Player rights = DEVELOPER	
[4/3/22 10:31AM] Quiet Prof used command ::item 2026 | Player rights = DEVELOPER	
[4/3/22 10:40AM] Quiet Prof used command ::item 23057 | Player rights = DEVELOPER	
[4/3/22 10:49AM] Quiet Prof used command ::id infinite | Player rights = DEVELOPER	
[4/3/22 10:49AM] Quiet Prof used command ::infinite overload | Player rights = DEVELOPER	
[4/3/22 10:49AM] Quiet Prof used command ::home | Player rights = DEVELOPER	
[4/3/22 10:49AM] Quiet Prof used command ::id infinite | Player rights = DEVELOPER	
[4/3/22 10:49AM] Quiet Prof used command ::item 17544 | Player rights = DEVELOPER	
[4/3/22 10:49AM] Quiet Prof used command ::item 17546 | Player rights = DEVELOPER	
[4/3/22 10:49AM] Quiet Prof used command ::item 17542 | Player rights = DEVELOPER	
[4/3/22 10:49AM] Quiet Prof used command ::item 17540 | Player rights = DEVELOPER	
[4/3/22 10:50AM] Quiet Prof used command ::item 15330 | Player rights = DEVELOPER	
[4/3/22 10:50AM] Quiet Prof used command ::item 15328 | Player rights = DEVELOPER	
[4/3/22 10:51AM] Quiet Prof used command ::bank | Player rights = DEVELOPER	
[4/3/22 10:51AM] Quiet Prof used command ::item 23118 | Player rights = DEVELOPER	
[4/3/22 10:51AM] Quiet Prof used command ::item 13119 | Player rights = DEVELOPER	
[4/3/22 10:51AM] Quiet Prof used command ::item 23119 | Player rights = DEVELOPER	
[4/3/22 10:51AM] Quiet Prof used command ::item 23120 | Player rights = DEVELOPER	
[4/3/22 10:51AM] Quiet Prof used command ::item 23121 | Player rights = DEVELOPER	
[4/3/22 10:51AM] Quiet Prof used command ::item 23122 | Player rights = DEVELOPER	
[4/3/22 10:51AM] Quiet Prof used command ::item 23123 | Player rights = DEVELOPER	
[4/3/22 10:51AM] Quiet Prof used command ::item 23123 | Player rights = DEVELOPER	
[4/3/22 10:51AM] Quiet Prof used command ::item 23124 | Player rights = DEVELOPER	
[4/3/22 10:52AM] Quiet Prof used command ::item 23125 | Player rights = DEVELOPER	
[4/3/22 10:52AM] Quiet Prof used command ::item 23126 | Player rights = DEVELOPER	
[4/3/22 11:04AM] Quiet Prof used command ::Item 23050 | Player rights = DEVELOPER	
[4/3/22 11:04AM] Quiet Prof used command ::item 23051 | Player rights = DEVELOPER	
[4/3/22 11:04AM] Quiet Prof used command ::Item 23052 | Player rights = DEVELOPER	
[4/3/22 11:04AM] Quiet Prof used command ::item 23053 | Player rights = DEVELOPER	
[4/3/22 11:04AM] Quiet Prof used command ::item 23054 | Player rights = DEVELOPER	
[4/3/22 11:04AM] Quiet Prof used command ::item 23055 | Player rights = DEVELOPER	
[4/3/22 11:04AM] Quiet Prof used command ::Item 23056 | Player rights = DEVELOPER	
[4/3/22 11:04AM] Quiet Prof used command ::god | Player rights = DEVELOPER	
[4/3/22 11:04AM] Quiet Prof used command ::id collector | Player rights = DEVELOPER	
[4/3/22 11:04AM] Quiet Prof used command ::item 4446 | Player rights = DEVELOPER	
[4/3/22 11:05AM] Quiet Prof used command ::item 9079 | Player rights = DEVELOPER	
[4/3/22 11:07AM] Quiet Prof used command ::item 18823 | Player rights = DEVELOPER	
[4/3/22 11:07AM] Quiet Prof used command ::item 18818 | Player rights = DEVELOPER	
[4/3/22 11:07AM] Quiet Prof used command ::item 23087 | Player rights = DEVELOPER	
[4/3/22 11:09AM] Quiet Prof used command ::item 19888 | Player rights = DEVELOPER	
[4/3/22 11:23AM] Quiet Prof used command ::dungeoneer | Player rights = DEVELOPER	
[4/3/22 11:23AM] Quiet Prof used command ::id dungee | Player rights = DEVELOPER	
[4/3/22 11:23AM] Quiet Prof used command ::id dungeone | Player rights = DEVELOPER	
[4/3/22 11:23AM] Quiet Prof used command ::item 12334 | Player rights = DEVELOPER	
[4/3/22 11:23AM] Quiet Prof used command ::item 12333 10000 | Player rights = DEVELOPER	
[4/3/22 11:25AM] Quiet Prof used command ::bank | Player rights = DEVELOPER	
[4/3/22 11:25AM] Quiet Prof used command ::item 23165 | Player rights = DEVELOPER	
[4/3/22 11:25AM] Quiet Prof used command ::item 23086 | Player rights = DEVELOPER	
[4/3/22 11:26AM] Quiet Prof used command ::item 41206' | Player rights = DEVELOPER	
[4/3/22 11:26AM] Quiet Prof used command ::object 41206 | Player rights = DEVELOPER	
[4/3/22 11:26AM] Quiet Prof used command ::bank | Player rights = DEVELOPER	
[4/3/22 11:26AM] Quiet Prof used command ::id nymora | Player rights = DEVELOPER	
[4/3/22 11:26AM] Quiet Prof used command ::item 23066 | Player rights = DEVELOPER	
[4/3/22 11:26AM] Quiet Prof used command ::tele 2188 5045 | Player rights = DEVELOPER	
[4/3/22 11:26AM] Quiet Prof used command ::tele 2192 5038 | Player rights = DEVELOPER	
[4/3/22 11:26AM] Quiet Prof used command ::tele 2199 5033 | Player rights = DEVELOPER	
[4/3/22 11:26AM] Quiet Prof used command ::tele 2207 5035 | Player rights = DEVELOPER	
[4/3/22 11:26AM] Quiet Prof used command ::tele 2214 5033 | Player rights = DEVELOPER	
[4/3/22 11:26AM] Quiet Prof used command ::tele 2216 5027 | Player rights = DEVELOPER	
[4/3/22 11:26AM] Quiet Prof used command ::tele 2216 5020 | Player rights = DEVELOPER	
[4/3/22 11:27AM] Quiet Prof used command ::tele 2215 5015 | Player rights = DEVELOPER	
[4/3/22 11:27AM] Quiet Prof used command ::tele 2201 5018 | Player rights = DEVELOPER	
[4/3/22 11:27AM] Quiet Prof used command ::tele 2213 5015 | Player rights = DEVELOPER	
[4/3/22 11:27AM] Quiet Prof used command ::tele 2222 5010 | Player rights = DEVELOPER	
[4/3/22 11:27AM] Quiet Prof used command ::tele 2228 5005 | Player rights = DEVELOPER	
[4/3/22 11:27AM] Quiet Prof used command ::coords | Player rights = DEVELOPER	
[4/3/22 11:27AM] Quiet Prof used command ::coords | Player rights = DEVELOPER	
[4/3/22 11:34AM] Quiet Prof used command ::tele 1944 5016 | Player rights = DEVELOPER	
[4/3/22 11:34AM] Quiet Prof used command ::tele 1936 5022 | Player rights = DEVELOPER	
[4/3/22 11:38AM] Quiet Prof used command ::tele 1954 5009 | Player rights = DEVELOPER	
[4/3/22 11:38AM] Quiet Prof used command ::tele 1937 5020 | Player rights = DEVELOPER	
[4/3/22 11:39AM] Quiet Prof used command ::item 23021 | Player rights = DEVELOPER	
[4/3/22 11:39AM] Quiet Prof used command ::item 23026 | Player rights = DEVELOPER	
[4/3/22 11:39AM] Quiet Prof used command ::item 23033 | Player rights = DEVELOPER	
[4/3/22 11:39AM] Quiet Prof used command ::item 23039 | Player rights = DEVELOPER	
[4/3/22 11:48AM] Quiet Prof used command ::tele 1997 5023 | Player rights = DEVELOPER	
[4/3/22 11:49AM] Quiet Prof used command ::tele 2006 5024 | Player rights = DEVELOPER	
[4/3/22 11:49AM] Quiet Prof used command ::tele 2012 5024 | Player rights = DEVELOPER	
[4/3/22 11:49AM] Quiet Prof used command ::tele 2012 5024 | Player rights = DEVELOPER	
[4/3/22 11:49AM] Quiet Prof used command ::tele 2019 5024 | Player rights = DEVELOPER	
[4/3/22 11:49AM] Quiet Prof used command ::tele 2026 5024 | Player rights = DEVELOPER	
[4/3/22 11:49AM] Quiet Prof used command ::tele 2033 5024 | Player rights = DEVELOPER	
[4/3/22 11:49AM] Quiet Prof used command ::tele 2015 5023 | Player rights = DEVELOPER	
[4/3/22 11:49AM] Quiet Prof used command ::tele 2016 5017 | Player rights = DEVELOPER	
[4/3/22 11:49AM] Quiet Prof used command ::tele 2016 5009 | Player rights = DEVELOPER	
[4/3/22 11:49AM] Quiet Prof used command ::tele 2015 5021 | Player rights = DEVELOPER	
[4/3/22 11:49AM] Quiet Prof used command ::tele 2013 5030 | Player rights = DEVELOPER	
[4/3/22 11:49AM] Quiet Prof used command ::tele 2012 5040 | Player rights = DEVELOPER	
[4/3/22 11:49AM] Quiet Prof used command ::tele 2015 5043 | Player rights = DEVELOPER	
[4/3/22 11:49AM] Quiet Prof used command ::tele 2006 5025 | Player rights = DEVELOPER	
[4/3/22 11:50AM] Quiet Prof used command ::tele 2016 5010 | Player rights = DEVELOPER	
[4/3/22 11:50AM] Quiet Prof used command ::tele 2014 5015 | Player rights = DEVELOPER	
[4/3/22 11:50AM] Quiet Prof used command ::tele 2016 5011 | Player rights = DEVELOPER	
[4/3/22 11:50AM] Quiet Prof used command ::coords | Player rights = DEVELOPER	
[4/3/22 11:50AM] Quiet Prof used command ::tele 2014 5013 | Player rights = DEVELOPER	
[4/3/22 11:50AM] Quiet Prof used command ::tele 2014 5020 | Player rights = DEVELOPER	
[4/3/22 11:50AM] Quiet Prof used command ::tele 2033 5020 | Player rights = DEVELOPER	
[4/3/22 11:50AM] Quiet Prof used command ::tele 2016 5027 | Player rights = DEVELOPER	
[4/3/22 11:50AM] Quiet Prof used command ::tele 2015 5037 | Player rights = DEVELOPER	
[4/3/22 11:52AM] Quiet Prof used command ::tele 2079 4444 | Player rights = DEVELOPER	
[4/3/22 11:52AM] Quiet Prof used command ::tele 2081 4434 | Player rights = DEVELOPER	
[4/3/22 11:52AM] Quiet Prof used command ::tele 2080 4421 | Player rights = DEVELOPER	
[4/3/22 11:52AM] Quiet Prof used command ::tele 2075 4423 | Player rights = DEVELOPER	
[4/3/22 11:52AM] Quiet Prof used command ::coords | Player rights = DEVELOPER	
[4/3/22 11:54AM] Quiet Prof used command ::id hall of val | Player rights = DEVELOPER	
[4/3/22 11:54AM] Quiet Prof used command ::id valor | Player rights = DEVELOPER	
[4/3/22 11:54AM] Quiet Prof used command ::item 23086 | Player rights = DEVELOPER	
[4/3/22 11:54AM] Quiet Prof used command ::item 23086 100 | Player rights = DEVELOPER	
[4/3/22 11:55AM] Quiet Prof used command ::zzone | Player rights = DEVELOPER	
[4/3/22 12:07PM] Quiet Prof used command ::item 23165 | Player rights = DEVELOPER	
[4/3/22 12:07PM] Quiet Prof used command ::item 23166 | Player rights = DEVELOPER	
[4/3/22 12:07PM] Quiet Prof used command ::item 23167 | Player rights = DEVELOPER	
[4/3/22 12:07PM] Quiet Prof used command ::item 23168 | Player rights = DEVELOPER	
[4/3/22 12:07PM] Quiet Prof used command ::item 23169 | Player rights = DEVELOPER	
[4/3/22 12:07PM] Quiet Prof used command ::item 23170 | Player rights = DEVELOPER	
[4/3/22 12:07PM] Quiet Prof used command ::item 23092 | Player rights = DEVELOPER	
[4/3/22 12:07PM] Quiet Prof used command ::item 23093 | Player rights = DEVELOPER	
[4/3/22 12:07PM] Quiet Prof used command ::item 23094 | Player rights = DEVELOPER	
[4/3/22 12:08PM] Quiet Prof used command ::tele 2079 4452 | Player rights = DEVELOPER	
[4/3/22 12:08PM] Quiet Prof used command ::tele 2077 4445 | Player rights = DEVELOPER	
[4/3/22 12:08PM] Quiet Prof used command ::tele 2078 4459 | Player rights = DEVELOPER	
[4/3/22 12:09PM] Quiet Prof used command ::tele 2073 4445 | Player rights = DEVELOPER	
[4/3/22 12:09PM] Quiet Prof used command ::tele 2067 4445 | Player rights = DEVELOPER	
[4/3/22 12:09PM] Quiet Prof used command ::tele 2078 4453 | Player rights = DEVELOPER	
[4/3/22 12:09PM] Quiet Prof used command ::tele 2078 4467 | Player rights = DEVELOPER	
[4/3/22 12:09PM] Quiet Prof used command ::tele 2078 4470 | Player rights = DEVELOPER	
[4/3/22 12:09PM] Quiet Prof used command ::tele 2078 4458 | Player rights = DEVELOPER	
[4/3/22 12:09PM] Quiet Prof used command ::tele 2078 4448 | Player rights = DEVELOPER	
[4/3/22 12:09PM] Quiet Prof used command ::tele 2073 4445 | Player rights = DEVELOPER	
[4/3/22 12:09PM] Quiet Prof used command ::tele 2068 4445 | Player rights = DEVELOPER	
[4/3/22 12:16PM] Quiet Prof used command ::tele 2078 4442 | Player rights = DEVELOPER	
[4/3/22 12:16PM] Quiet Prof used command ::tele 2078 4448 | Player rights = DEVELOPER	
[4/3/22 12:16PM] Quiet Prof used command ::tele 2080 4456 | Player rights = DEVELOPER	
[4/3/22 12:16PM] Quiet Prof used command ::tele 2080 4463 | Player rights = DEVELOPER	
[4/3/22 12:16PM] Quiet Prof used command ::tele 2080 4453 | Player rights = DEVELOPER	
[4/3/22 12:16PM] Quiet Prof used command ::tele 2079 4452 | Player rights = DEVELOPER	
[4/3/22 12:16PM] Quiet Prof used command ::tele 2078 4440 | Player rights = DEVELOPER	
[4/3/22 12:18PM] Quiet Prof used command ::tele 2068 4460 | Player rights = DEVELOPER	
[4/3/22 12:20PM] Quiet Prof used command ::interface 29753 | Player rights = DEVELOPER	
[4/3/22 12:24PM] Quiet Prof used command ::tele 2069 4445 | Player rights = DEVELOPER	
[4/3/22 12:24PM] Quiet Prof used command ::tele 2062 4445 | Player rights = DEVELOPER	
[4/3/22 12:24PM] Quiet Prof used command ::coords | Player rights = DEVELOPER	
[4/3/22 12:24PM] Quiet Prof used command ::object 13192 | Player rights = DEVELOPER	
[4/3/22 12:26PM] Quiet Prof used command ::coords | Player rights = DEVELOPER	
[4/3/22 12:26PM] Quiet Prof used command ::object 13192 | Player rights = DEVELOPER	
[4/3/22 12:26PM] Quiet Prof used command ::coords | Player rights = DEVELOPER	
[4/3/22 12:26PM] Quiet Prof used command ::object 13192 | Player rights = DEVELOPER	
[4/3/22 12:26PM] Quiet Prof used command ::coords | Player rights = DEVELOPER	
[4/3/22 12:27PM] Quiet Prof used command ::tele 2069 4462 | Player rights = DEVELOPER	
[4/3/22 12:31PM] Quiet Prof used command ::tele 2068 4446 | Player rights = DEVELOPER	
[4/3/22 12:31PM] Quiet Prof used command ::tele 2079 4447 | Player rights = DEVELOPER	
[4/3/22 01:01PM] Quiet Prof used command ::tele 2080 4443 | Player rights = DEVELOPER	
[4/3/22 01:01PM] Quiet Prof used command ::tele 2079 4439 | Player rights = DEVELOPER	
[4/3/22 01:01PM] Quiet Prof used command ::tele 2080 4423 | Player rights = DEVELOPER	
[4/3/22 01:01PM] Quiet Prof used command ::tele 2078 4423 | Player rights = DEVELOPER	
[4/3/22 01:01PM] Quiet Prof used command ::bank | Player rights = DEVELOPER	
[4/3/22 01:03PM] Quiet Prof used command ::event | Player rights = DEVELOPER	
[4/3/22 01:03PM] Quiet Prof used command ::eventzone | Player rights = DEVELOPER	
[4/3/22 01:03PM] Quiet Prof used command ::staffzone | Player rights = DEVELOPER	
[4/3/22 01:03PM] Quiet Prof used command ::coords | Player rights = DEVELOPER	
[4/3/22 01:05PM] Quiet Prof used command ::tele 1820 4908 | Player rights = DEVELOPER	
[4/3/22 01:05PM] Quiet Prof used command ::tele 1831 4910 | Player rights = DEVELOPER	
[4/3/22 01:05PM] Quiet Prof used command ::tele 1835 4903 | Player rights = DEVELOPER	
[4/3/22 01:05PM] Quiet Prof used command ::tele 1840 4899 | Player rights = DEVELOPER	
[4/3/22 01:05PM] Quiet Prof used command ::tele 1845 4898 | Player rights = DEVELOPER	
[4/3/22 01:05PM] Quiet Prof used command ::tele 1849 4896 | Player rights = DEVELOPER	
[4/3/22 01:05PM] Quiet Prof used command ::tele 1857 4904 | Player rights = DEVELOPER	
[4/3/22 01:05PM] Quiet Prof used command ::tele 1864 4906 | Player rights = DEVELOPER	
[4/3/22 01:05PM] Quiet Prof used command ::tele 1872 4907 | Player rights = DEVELOPER	
